Class,WorkOrderType,Param_Temperature,Param_Time,Param_Quality,Param_Boil-time,Param_Amount,Param_StirTume,Param_Pressure,Param_Humidity,Param_PercentContamination,Param_OriginalGravity,Param_FinalGravity,Param_AlcoholbyVol,Param_PrimaryFerment,Param_SecondaryFerment,Material_Pale-2-row,Matarial_Black-Patent-Malt,Matarial_Chocolate_Malt,Matarial_Roasted_Barley,Material_Carapils,Material_Rolled-oats,Material_Torrified-Wheat,Material_Northern_Brewer_Hops,Material_Fuggle,Material_Irish_Moss,Material_Yeast Irish Ale yeast starter,Material_Grapes,Material_Barley,Material_Wheat,Material_magnesium stearate,Material_yellow color 5,Material_Essence 5,Material_Vanilla extract,Material_Blackberry extract,Material_Molasses,Material_Beer,Material_sugar,Material_Milk,Material_Yoghurt
1,3,99,22,73,27,36,11,85,88,86,70,38,7,31,36,80,,70,46,87,71,2,12,62,78,,22,,46,75,75,,98,87,,96,52,76,
1,1,96,28,,34,25,69,,97,21,96,76,54,92,93,98,2,85,,52,,20,71,78,85,27,77,53,93,,55,,8,55,57,71,,92,
1,1,,41,79,42,,85,29,61,11,56,52,43,,,4,,11,,36,71,43,89,90,28,13,100,,77,,65,,36,89,76,29,,31,
1,1,95,42,68,22,41,47,65,65,84,60,92,69,84,55,90,,34,48,71,30,69,13,52,17,,71,,69,,58,,53,83,59,85,,66,
0,1,77,24,24,53,88,4,26,52,70,68,12,65,23,35,44,,93,,33,52,31,30,82,27,12,62,,32,,41,,82,23,29,47,,76,
0,4,68,74,68,90,41,45,15,6,75,1,36,62,1,33,56,,36,29,90,85,25,93,37,60,,55,70,50,,84,58,92,32,57,3,,84,
0,4,9,,90,67,13,50,38,62,37,26,61,25,3,97,19,,81,,37,7,33,32,27,44,,77,,61,6,40,,93,43,22,14,96,15,
0,2,33,7,40,19,68,99,83,85,,78,,81,37,85,96,,50,,100,32,12,9,66,42,91,37,2,91,,77,,5,54,29,60,,45,
1,1,,82,58,100,,51,70,41,2,87,46,69,,,94,,70,,38,1,28,54,17,66,,99,93,91,,39,,23,58,28,46,,6,
0,4,5,38,11,27,100,5,80,82,,69,,48,82,48,37,,40,,84,49,36,70,,39,70,31,,16,26,11,,80,30,,88,10,23,
1,3,,7,23,18,,11,92,46,15,18,22,89,,,18,,36,,77,78,90,55,,69,7,55,14,79,,35,,90,33,,15,,15,
0,4,99,81,23,12,12,56,66,15,,1,,91,80,86,17,,60,36,41,96,83,54,97,70,,44,41,78,,98,60,70,18,57,62,,35,
0,4,41,12,38,13,7,21,87,84,,50,,80,83,48,83,,76,,85,60,100,83,,47,,100,,6,,90,,48,67,,49,,96,
1,4,88,4,58,29,29,35,92,64,16,90,46,36,20,22,70,,7,,65,87,72,64,,51,,72,34,88,,15,86,58,1,13,23,,64,
1,1,,3,,24,,12,,43,54,13,17,49,,,82,,68,67,21,,55,4,48,10,,63,,98,,24,17,55,11,,60,,88,
0,4,26,71,78,88,57,64,95,28,,57,,76,19,92,97,,63,78,9,94,22,68,85,25,96,80,99,6,,23,35,10,76,,65,,10,
0,2,31,62,78,91,96,64,39,8,16,24,99,6,31,7,12,,15,,58,26,96,24,74,11,92,12,17,7,,24,38,13,82,,92,,42,
0,2,96,59,87,48,3,24,55,91,41,96,34,33,8,30,50,,47,,25,16,66,75,54,77,40,19,26,29,,66,,15,7,67,17,,81,
1,3,3,76,35,27,44,62,71,75,89,86,22,7,51,22,27,,72,,15,23,41,64,43,97,60,93,93,42,86,35,,84,100,71,84,44,87,
0,1,82,15,41,74,11,11,92,46,11,26,53,48,41,35,79,,14,37,86,29,78,75,32,68,,32,30,34,,35,,27,45,60,60,,22,
1,4,10,,43,90,32,54,7,77,,28,,18,49,85,23,52,94,87,66,75,4,91,92,3,99,23,,100,,79,88,71,28,67,18,,96,
1,4,57,81,48,21,78,55,59,77,42,85,1,96,33,8,2,,23,,32,54,17,73,85,10,86,74,,3,,12,,100,94,15,5,,25,
0,2,21,31,30,46,56,75,7,48,11,57,49,15,36,66,63,41,33,8,97,20,16,14,,96,10,10,,71,,44,,39,61,28,12,,45,
1,2,60,100,19,63,8,41,16,43,48,63,35,9,77,27,76,,57,,44,40,39,27,,33,62,76,69,1,85,39,83,84,83,94,3,42,84,
1,1,85,12,27,61,10,89,51,45,47,28,51,45,21,14,71,,29,85,72,96,73,35,,55,61,73,,60,,54,30,91,36,83,68,,90,
0,3,68,91,78,23,76,74,54,15,,22,,19,59,22,60,,38,,89,46,50,62,58,78,,33,,24,,61,,76,7,100,41,,43,
0,3,,31,83,12,,18,15,82,57,31,4,58,,,47,12,5,,85,2,32,6,58,70,44,85,,75,,50,92,79,22,99,20,,30,
1,3,25,19,37,35,32,76,43,98,85,66,49,50,82,10,63,,42,58,18,12,76,17,,77,,59,,28,,3,,83,93,4,81,,21,
0,4,,40,,61,,89,,29,43,12,94,92,,,100,43,8,41,38,,95,92,17,53,,14,,12,,77,,60,73,57,45,,52,
1,4,82,6,90,3,12,21,47,28,27,25,55,57,53,1,66,,17,,56,24,49,87,99,74,39,35,54,54,,80,40,21,53,,70,,33,
0,1,42,15,45,32,91,31,14,89,96,71,65,28,65,72,28,6,47,,18,3,43,89,8,91,,67,20,92,,59,,42,82,5,100,,97,91
1,3,,11,89,13,,14,81,83,,77,,94,,,16,,69,,74,38,7,63,52,70,15,59,56,30,,54,,70,22,54,83,,50,22
0,4,76,60,41,81,98,27,11,39,51,21,96,72,9,76,9,,28,89,73,19,76,97,98,21,5,92,,100,,97,,79,25,59,12,,57,
1,1,70,93,,76,49,82,,93,21,84,95,23,36,37,40,8,18,,100,,12,45,,91,41,54,,40,,63,,54,54,31,67,,17,
1,1,36,27,37,13,38,51,87,95,35,11,19,63,51,57,48,12,40,18,34,74,90,72,67,92,11,29,56,4,,41,75,92,63,,77,,94,
1,2,45,87,80,97,86,83,60,89,2,74,61,9,98,38,31,,14,,13,98,7,62,55,73,,21,85,18,,29,,98,96,36,94,,25,
0,1,65,80,1,7,61,10,6,13,17,25,4,59,15,35,34,,14,,13,36,65,93,49,73,,38,94,91,,36,,25,71,,7,,35,
0,2,,83,9,1,,59,74,61,74,61,14,79,,,13,,30,43,44,88,18,87,53,77,59,80,41,94,,18,,47,48,,39,,34,
1,1,60,90,,56,8,16,,49,20,92,46,17,35,86,90,59,86,41,59,,7,94,20,24,76,57,33,94,,81,,23,45,52,68,,73,77
1,1,12,56,68,100,7,12,25,49,25,79,69,74,27,100,63,,8,,41,17,81,31,55,12,22,4,,54,,67,,68,23,,56,,51,
0,2,28,75,,4,68,40,,36,82,100,54,9,86,94,80,,37,,59,,74,20,100,85,,7,37,29,72,32,80,49,12,98,45,25,3,7
1,3,,77,91,77,,98,24,83,54,95,4,12,,,92,,50,85,94,19,7,51,88,76,61,88,,83,,91,2,82,80,,58,,10,
1,2,17,85,95,31,82,18,23,34,16,31,59,4,53,69,74,14,44,,22,87,96,92,96,28,79,24,,58,24,48,26,51,82,,65,74,58,
1,4,35,73,,80,77,51,,47,,59,,24,77,69,74,,45,,73,,22,97,1,62,34,72,,4,,23,53,24,4,23,17,,33,
1,3,73,34,58,83,69,17,61,50,,100,,40,24,68,18,,79,,74,13,32,54,52,17,97,73,,39,,93,,80,87,,55,,90,
0,3,64,9,,35,82,29,,74,19,26,14,55,70,87,24,96,71,,81,,11,6,80,11,13,16,25,67,,35,,12,47,,17,,15,
0,3,95,46,,82,2,97,,60,,31,,64,88,35,14,,28,,14,,19,84,72,50,,69,63,8,,46,,46,63,,54,,92,39
0,4,37,37,,75,86,24,,30,,50,,96,69,67,97,,92,,64,,46,61,,83,54,39,17,46,,50,,74,100,,69,,6,
0,3,9,7,56,66,9,42,14,98,41,52,81,99,44,96,62,,98,,71,14,68,31,,72,,6,69,87,,55,29,71,26,,27,,61,
1,3,72,82,77,19,20,82,34,25,4,87,29,52,91,62,47,53,17,95,2,29,49,17,92,57,96,30,,45,,31,,36,26,,4,,63,
0,4,49,43,93,14,78,40,31,79,15,26,25,87,51,53,24,26,48,,18,85,56,5,,62,68,30,,63,,87,43,43,40,,53,,31,
1,1,54,,31,71,97,19,9,84,78,32,91,31,8,49,9,10,25,87,22,48,52,49,65,84,56,57,23,10,,31,,85,21,,46,,90,
0,1,49,85,37,55,84,85,65,96,20,16,1,18,30,84,29,,58,87,4,37,36,63,76,75,,41,,61,,83,,10,95,12,36,,28,1
1,2,87,31,,76,45,35,,100,99,22,56,45,6,24,5,,47,,91,,41,3,50,24,58,30,91,60,,68,,40,9,,44,,60,
0,3,27,10,16,35,91,99,13,28,72,10,19,66,49,76,6,5,53,,85,86,50,82,63,9,61,12,43,88,,90,,17,16,,48,,57,
0,2,78,97,73,90,50,46,4,83,86,70,18,11,93,81,82,,12,,68,95,29,23,59,36,18,90,60,82,,39,,48,39,,68,,44,
0,1,4,,33,43,47,92,12,55,39,6,98,30,86,35,16,,19,,60,79,66,18,9,43,74,23,11,56,,94,98,93,64,90,58,,44,39
1,2,62,59,19,42,91,69,62,67,,28,,74,39,7,56,,15,,8,5,32,7,77,32,18,49,45,65,76,51,,56,77,,15,45,33,
1,1,38,1,2,93,17,91,46,2,78,75,93,70,20,78,90,,72,,89,92,29,7,11,34,15,58,9,58,,63,,90,26,87,66,,9,
0,3,38,38,,74,97,79,,34,,89,,38,43,25,32,,17,2,41,,88,69,62,87,94,54,12,29,,43,27,69,87,56,3,,80,
1,4,73,62,21,24,27,98,87,51,33,74,41,7,87,67,64,,24,79,20,91,15,28,,14,97,33,4,86,,94,,42,57,,100,,98,85
1,4,67,100,8,20,21,51,26,70,70,59,92,46,76,97,82,25,23,66,44,18,80,48,24,32,,32,9,92,,93,,53,90,16,24,,43,
1,1,42,2,55,70,72,95,41,62,38,49,50,46,20,68,77,73,32,,28,11,56,34,88,22,,27,62,50,,87,97,13,70,,41,,27,
0,3,4,57,29,86,18,12,34,64,2,13,52,78,40,5,91,,29,13,40,54,73,59,43,1,80,70,,51,84,80,28,43,89,,25,5,56,
1,4,2,80,6,21,62,59,58,91,63,97,41,77,5,40,88,25,64,70,1,14,69,31,32,33,69,3,,12,,40,,77,91,58,4,,13,33
0,2,,82,,74,,42,,99,30,14,48,92,,,82,,15,,81,,84,82,61,19,72,54,,15,,63,,22,18,,53,,87,
0,1,38,66,3,9,13,17,77,5,70,16,23,17,25,5,26,,11,,85,34,56,49,79,5,26,73,9,14,77,65,,46,26,,27,55,89,43
1,4,,98,88,13,,46,44,65,10,61,22,13,,,92,86,72,,57,66,100,21,79,87,8,65,86,80,97,55,,73,60,,14,95,50,
0,2,90,14,96,100,13,7,8,76,99,6,95,26,33,60,24,,74,,12,100,91,3,8,7,75,28,9,93,,64,,63,39,,26,,89,
1,4,92,80,79,3,99,74,48,35,65,6,14,50,41,97,28,,98,96,55,28,28,42,30,91,,68,67,94,,15,33,56,51,46,24,,55,
